BRCA1,TP53,PIK3CA,ESR1,GATA3,Gene6,Gene7,Gene8,Gene9,Gene10,Subtype,Label
1.7483570765056164,1.4308678494144076,1.8238442690503462,2.261514928204013,1.382923312638332,1.3829315215254097,2.2896064077536957,1.8837173645764544,1.265262807032524,1.7712800217929823,Benign,0
1.2682911535937689,1.2671351232148715,1.620981135783017,0.543359877671101,0.6375410837434836,1.2188562353795136,0.9935844398327881,1.657123666297637,1.0459879622393946,0.7938481493323543,Benign,0
2.232824384460777,1.387111849756732,1.5337641023439619,0.7876259068932716,1.2278086377374087,1.5554612948549331,0.9245032112888486,1.687849009172836,1.1996806550405976,1.3541531251033616,Benign,0
1.1991466938853015,2.426139092254469,1.493251387631033,0.9711445355220498,1.9112724560515946,0.8895781750144889,1.6044317975023776,0.5201649380601122,0.8359069755507847,1.5984306179345618,Benign,0
1.8692332899977053,1.5856841405949853,1.4421758588058797,1.3494481522053556,0.7607390048162863,1.1400778958026456,1.2696806145201063,2.0285611131094576,1.6718091447842307,0.618479922318633,Benign,0
1.6620419846973975,1.3074588597918417,1.1615389998470207,1.8058381444204339,2.0154997612479755,1.9656400595580994,1.0803912383886807,1.3453938120743927,1.665631715701782,1.9877725635611796,Benign,0
1.260412881077355,1.4071705116680915,0.9468325129969859,0.9018966879596646,1.906262911197099,2.1781200142854114,1.463994939209833,2.001766448946012,1.680818012523817,1.1774401226974378,Benign,0
1.680697802754207,2.2690182832329846,1.4820869804450243,2.282321827907003,0.19012744795512782,1.910951252187612,1.5435235341190856,1.3504963247670663,1.5458803882677512,0.5062155426995536,Benign,0
1.390164056081244,1.6785562857558731,2.238947022370758,1.2408648908631763,1.0957531985534061,1.2491214782077318,1.957701058851037,1.6643755548298422,1.2351198981164806,1.756633716556678,Benign,0
1.5485387746740202,1.9843224952664447,1.1489734530613238,1.3361689267011159,1.3039459234339212,0.7682425259339407,1.648060138532288,1.6305276360899446,1.5025567283212304,1.3827064333124266,Benign,0
0.7923146289747929,1.2896773386173206,1.3286427417366153,1.0988613653891905,1.4193571441669954,1.7020254284072691,2.443092950605265,1.5872889064159195,1.6287751953613823,1.4627770421169164,Benign,0
0.5406143923504793,1.4867430622753917,1.5301151049705133,2.731621056242643,1.4038195176094388,1.6507736711668062,1.4826441151473784,0.915660981190234,2.0714114072575103,1.8759665163433872,Benign,0
1.8955159735215235,1.0453062726026305,2.2013971554680496,0.7990744686038596,1.7934285469001352,2.595227812904989,1.0047318374346559,1.216851135198614,1.5498256825438206,1.2482621729419003,Benign,0
0.7246682844669337,1.5342814874030137,0.9688481431369476,1.7367962153175909,1.0402878828830984,2.27496720250877,1.1083733538318814,1.3389692418971622,1.906758608684835,0.8845678417830224,Benign,0
1.6137299673020646,2.153571377141214,0.6962583827193862,1.592316929266152,1.6299413971242118,1.8909114358886552,0.881524644560959,0.8397716934578618,1.7609707828084489,1.6484923366165931,Benign,0
1.6252464251729384,1.673224104748488,1.1599876392107547,1.6161268485805018,1.6465362366493406,1.142824290986816,2.4328872555723784,1.7369164604558938,0.9043482513986757,1.8282768043169149,Benign,0
1.0126591648863392,1.893542301871226,2.079297789503702,1.0896588408241448,1.9816880646221608,1.7063904634682492,1.911030079997245,2.4483964913269736,1.3773059419985647,1.1231319178212553,Benign,0
1.0552427851872384,1.0920948575172809,1.461449145292948,1.670575987408322,1.6383453996650095,1.9135916245180118,1.5065009459389536,2.226767038578658,1.367671583381022,2.8600845832948094,Benign,0
1.812833673882503,1.0714212217918586,0.9645537509694438,1.7412362076215926,1.3882686073370745,1.857000247046046,1.7366188122867725,1.4635855436715637,1.0766031409657975,0.7425763876570677,Benign,0
1.2767425239664894,1.9281993971617362,1.6070468720651019,0.877130610644006,1.586590462925591,1.6926586898644185,1.0580712818994336,1.576862552972764,1.529104359223,0.9285148510846885,Benign,0
1.6788936801741416,1.7803922631841171,2.0415256215876383,2.0269010260174514,0.8111653160214545,1.0310874800424386,1.7575176336043299,1.7568929754561045,1.757523843153024,3.4263657453273604,Benign,0
1.7854452553465836,2.0677828200902995,1.9770008817466012,1.825695625652899,1.3423653776798272,1.8794846102466338,1.113587392731214,1.3815906966299956,1.2573182260854483,1.5409370696931612,Benign,0
2.6573292833367543,0.566367403704126,1.8431300951872567,0.6936420644051742,1.2640340671052832,2.044475298483683,1.5321400095477313,0.9611276110353469,1.142348145370016,1.839798874467338,Benign,0
1.1348166841414318,1.6082292947909875,1.522785919951907,1.1741998261970914,2.5719720446626626,1.8169595111590056,0.4874287066711964,1.5932271573847139,1.169106767615806,1.926216667398112,Benign,0
1.1037396307836498,1.4426317792665504,1.7524936394902286,1.9328775970850607,0.8998517964721119,1.3327493820795258,1.262527344419522,1.1733353837131442,2.382727120140548,1.7024908554804778,Benign,0
0.8695580228324774,1.958930973527388,2.5610780985063166,2.0162326302755735,0.7403150170229933,1.2578829635668742,2.1334555745933113,1.1461652671906095,1.721909714073114,1.8873170267146684,Benign,0
1.0365347642109586,1.4702373219691,-0.12063367003453629,0.9878061793328551,1.3737159243034198,0.8761084090175753,2.3162056519658174,0.7849293110196837,1.279977756651508,1.5653702886430456,Benign,0
2.220636644533058,0.7820689244102803,2.08158187607748,1.5051165305097935,1.0092456744760245,1.7310517371316354,1.599529847786735,1.1998915614206027,1.5349010424950094,1.30734320156912,Benign,0
1.556758672625624,1.8310653372605232,2.293008408072676,0.8810922505865755,2.566516687328133,0.5239561002387491,1.4241074524822084,1.7941586032422883,1.6404959338675162,1.1886502400897032,Benign,0
1.3959388748213624,1.2534995326705836,1.2053176215278942,1.9248010485105123,1.6785077429825237,1.1535452023696728,1.9497999377166253,1.6536497604383047,1.90643105941948,1.814814420961806,Benign,0
1.085502494538964,1.2199094799015153,1.8736468025616309,1.8051851327167325,1.489549203017926,1.558663691654391,2.1388324478942122,1.204214305582085,1.7735486905850188,1.398903673783053,Benign,0
1.39115939838639,2.049388425993595,1.9127081744940149,1.9067548180003193,2.1527394035771645,1.5105019208163795,1.840976485647482,1.344866621703272,1.662083176244221,1.4349284728161578,Benign,0
1.5484979824963592,1.7975785127184567,1.0908896583832637,2.5461936378427303,0.996991309250149,0.8929056936061339,2.079055436750034,1.8958313469814678,1.8120599085260776,1.81417275463214,Benign,0
1.4938766135765427,1.0513728142570842,1.5379022790968633,1.161419144243944,1.9875598667088756,1.4264713092489307,1.0872514016037442,1.3393070791735033,1.706465727137812,1.2181377235980126,Benign,0
1.0888898022167843,1.6218436057459562,1.6224832855543614,1.2465284123144351,1.2644808471908386,1.6160249686788182,0.7759578292513379,0.7962681128117224,1.140777889373782,1.3932764241440765,Benign,0
